n_activities,n_dependencies,n_dus,n_dps,n_dus_edges,dus_distance_to_end,dataset,instance
62,93,14,28,36,1.9285714285714286,j60,j6011_3.sm
62,93,16,28,40,2.125,j60,j6011_4.sm
62,93,12,23,27,2.0,j60,j6011_5.sm
62,93,13,22,29,2.076923076923077,j60,j6011_6.sm
62,93,12,28,30,2.0833333333333335,j60,j6011_7.sm
62,93,13,23,30,2.230769230769231,j60,j6011_8.sm
62,93,13,22,32,1.7692307692307692,j60,j6011_9.sm
62,93,12,23,27,1.8333333333333333,j60,j6012_1.sm
62,93,16,29,38,2.0625,j60,j6012_10.sm
62,93,12,21,28,1.9166666666666667,j60,j6012_2.sm
62,93,14,24,33,2.2142857142857144,j60,j6012_3.sm
62,93,14,28,36,1.8571428571428572,j60,j6012_4.sm
62,93,12,21,27,2.4166666666666665,j60,j6012_5.sm
62,93,11,18,22,1.9090909090909092,j60,j6012_6.sm
62,93,14,29,37,2.0714285714285716,j60,j6012_7.sm
62,93,14,25,32,1.9285714285714286,j60,j6012_8.sm
62,93,13,23,31,1.9230769230769231,j60,j6012_9.sm
62,93,13,24,34,2.076923076923077,j60,j6013_1.sm
62,93,13,27,30,2.0,j60,j6013_10.sm
62,93,14,26,30,2.357142857142857,j60,j6013_2.sm
62,93,13,25,32,1.9230769230769231,j60,j6013_3.sm
62,93,12,26,30,2.0,j60,j6013_4.sm
62,93,12,22,26,1.9166666666666667,j60,j6013_5.sm
62,93,12,22,27,1.9166666666666667,j60,j6013_6.sm
62,93,12,21,26,1.9166666666666667,j60,j6013_7.sm
62,93,14,28,35,2.142857142857143,j60,j6013_8.sm
62,93,15,25,36,1.9333333333333333,j60,j6013_9.sm
62,93,13,25,32,2.0,j60,j6014_1.sm
62,93,14,28,35,1.7857142857142858,j60,j6014_10.sm
62,93,13,26,28,2.0,j60,j6014_2.sm
62,93,14,26,34,2.0714285714285716,j60,j6014_3.sm
62,93,15,25,33,2.2,j60,j6014_4.sm
62,93,14,24,32,2.0714285714285716,j60,j6014_5.sm
62,93,12,25,27,1.75,j60,j6014_6.sm
62,93,13,24,32,2.076923076923077,j60,j6014_7.sm
62,93,19,33,45,2.5789473684210527,j60,j6014_8.sm
62,93,12,22,31,1.9166666666666667,j60,j6014_9.sm
62,93,15,29,36,2.466666666666667,j60,j6015_1.sm
62,93,12,25,30,1.8333333333333333,j60,j6015_10.sm
62,93,14,27,35,2.142857142857143,j60,j6015_2.sm
62,93,14,21,30,1.8571428571428572,j60,j6015_3.sm
62,93,14,27,37,2.0,j60,j6015_4.sm
62,93,13,28,33,2.3076923076923075,j60,j6015_5.sm
62,93,14,23,33,1.9285714285714286,j60,j6015_6.sm
62,93,11,24,26,2.1818181818181817,j60,j6015_7.sm
62,93,16,29,40,1.875,j60,j6015_8.sm
62,93,13,27,34,1.6923076923076923,j60,j6015_9.sm
62,93,13,26,30,2.1538461538461537,j60,j6016_1.sm
62,93,13,26,33,1.8461538461538463,j60,j6016_10.sm
62,93,13,27,33,2.076923076923077,j60,j6016_2.sm
62,93,16,27,37,2.25,j60,j6016_3.sm
62,93,15,27,38,2.2666666666666666,j60,j6016_4.sm
62,93,13,24,31,1.8461538461538463,j60,j6016_5.sm
62,93,12,26,30,1.9166666666666667,j60,j6016_6.sm
62,93,16,27,37,2.3125,j60,j6016_7.sm
62,93,15,27,36,2.1333333333333333,j60,j6016_8.sm
62,93,13,26,33,1.9230769230769231,j60,j6016_9.sm
62,112,14,30,36,1.9285714285714286,j60,j6017_1.sm
62,112,14,34,43,2.0,j60,j6017_10.sm
62,112,13,26,35,1.8461538461538463,j60,j6017_2.sm
62,112,14,29,37,2.0714285714285716,j60,j6017_3.sm
62,112,14,28,34,2.2142857142857144,j60,j6017_4.sm
62,112,15,33,45,1.8666666666666667,j60,j6017_5.sm
62,112,13,29,37,2.1538461538461537,j60,j6017_6.sm
62,112,13,28,33,2.076923076923077,j60,j6017_7.sm
62,112,14,33,40,1.9285714285714286,j60,j6017_8.sm
62,112,14,35,41,1.9285714285714286,j60,j6017_9.sm
62,112,13,28,38,2.1538461538461537,j60,j6018_1.sm
62,112,15,32,40,2.2666666666666666,j60,j6018_10.sm
62,112,13,29,35,1.9230769230769231,j60,j6018_2.sm
62,112,14,33,41,2.0,j60,j6018_3.sm
62,112,12,30,36,2.1666666666666665,j60,j6018_4.sm
62,112,14,27,37,1.9285714285714286,j60,j6018_5.sm
62,112,13,26,33,1.9230769230769231,j60,j6018_6.sm
62,112,14,36,41,1.9285714285714286,j60,j6018_7.sm
62,112,15,34,38,2.466666666666667,j60,j6018_8.sm
62,112,14,29,38,2.0714285714285716,j60,j6018_9.sm
62,112,13,30,35,1.9230769230769231,j60,j6019_1.sm
62,112,15,37,44,1.9333333333333333,j60,j6019_10.sm
62,112,14,36,41,2.0,j60,j6019_2.sm
62,112,14,31,42,1.9285714285714286,j60,j6019_3.sm
62,112,14,33,38,1.8571428571428572,j60,j6019_4.sm
62,112,13,31,35,2.1538461538461537,j60,j6019_5.sm
62,112,14,38,41,2.0714285714285716,j60,j6019_6.sm
62,112,15,33,43,2.0,j60,j6019_7.sm
62,112,17,37,48,2.0588235294117645,j60,j6019_8.sm
62,112,14,30,38,1.7857142857142858,j60,j6019_9.sm
62,93,14,25,35,1.9285714285714286,j60,j601_1.sm
62,93,16,29,36,2.125,j60,j601_10.sm
62,93,14,27,37,1.8571428571428572,j60,j601_2.sm
62,93,13,23,29,2.1538461538461537,j60,j601_3.sm
62,93,14,28,37,1.8571428571428572,j60,j601_4.sm
62,93,14,26,35,2.2142857142857144,j60,j601_5.sm
62,93,13,27,33,2.1538461538461537,j60,j601_6.sm
62,93,11,20,24,1.8181818181818181,j60,j601_7.sm
62,93,15,32,39,2.066666666666667,j60,j601_8.sm
62,93,13,26,30,2.076923076923077,j60,j601_9.sm
62,112,14,30,39,1.9285714285714286,j60,j6020_1.sm
62,112,15,29,39,2.0,j60,j6020_10.sm
62,112,17,39,51,2.0588235294117645,j60,j6020_2.sm
62,112,13,29,33,2.1538461538461537,j60,j6020_3.sm
62,112,15,27,38,2.2666666666666666,j60,j6020_4.sm
62,112,13,28,35,1.8461538461538463,j60,j6020_5.sm
62,112,19,36,50,2.1052631578947367,j60,j6020_6.sm
62,112,15,34,45,1.9333333333333333,j60,j6020_7.sm
62,112,14,27,38,1.9285714285714286,j60,j6020_8.sm
62,112,15,34,46,2.0,j60,j6020_9.sm
62,112,15,36,45,2.0,j60,j6021_1.sm
62,112,13,24,34,1.9230769230769231,j60,j6021_10.sm
62,112,16,34,44,2.1875,j60,j6021_2.sm
62,112,13,30,34,2.076923076923077,j60,j6021_3.sm
62,112,16,36,48,2.25,j60,j6021_4.sm
62,112,15,30,42,2.1333333333333333,j60,j6021_5.sm
62,112,13,28,29,2.1538461538461537,j60,j6021_6.sm
62,112,16,34,45,2.125,j60,j6021_7.sm
62,112,16,38,48,2.0625,j60,j6021_8.sm
62,112,13,31,40,2.076923076923077,j60,j6021_9.sm
62,112,13,33,36,2.3846153846153846,j60,j6022_1.sm
62,112,13,29,36,2.1538461538461537,j60,j6022_10.sm
62,112,15,31,42,1.9333333333333333,j60,j6022_2.sm
62,112,16,32,43,2.0,j60,j6022_3.sm
62,112,14,26,38,1.9285714285714286,j60,j6022_4.sm
62,112,15,33,41,2.0,j60,j6022_5.sm
62,112,14,35,40,2.2857142857142856,j60,j6022_6.sm
62,112,14,30,40,2.0,j60,j6022_7.sm
62,112,13,28,38,1.9230769230769231,j60,j6022_8.sm
62,112,13,31,35,2.1538461538461537,j60,j6022_9.sm
62,112,13,28,38,1.8461538461538463,j60,j6023_1.sm
62,112,16,30,40,2.25,j60,j6023_10.sm
62,112,14,31,35,2.142857142857143,j60,j6023_2.sm
62,112,13,29,34,2.0,j60,j6023_3.sm
62,112,16,39,51,2.1875,j60,j6023_4.sm
62,112,14,33,40,1.9285714285714286,j60,j6023_5.sm
62,112,17,36,53,1.9411764705882353,j60,j6023_6.sm
62,112,15,33,42,1.9333333333333333,j60,j6023_7.sm
62,112,13,33,35,2.230769230769231,j60,j6023_8.sm
62,112,14,34,39,2.2857142857142856,j60,j6023_9.sm
62,112,14,34,39,1.9285714285714286,j60,j6024_1.sm
62,112,16,36,52,2.25,j60,j6024_10.sm
62,112,14,31,40,2.2857142857142856,j60,j6024_2.sm
62,112,16,36,46,2.3125,j60,j6024_3.sm
62,112,16,33,47,2.25,j60,j6024_4.sm
62,112,13,29,37,1.9230769230769231,j60,j6024_5.sm
62,112,15,27,38,2.1333333333333333,j60,j6024_6.sm
62,112,14,32,41,2.0,j60,j6024_7.sm
62,112,15,32,41,2.0,j60,j6024_8.sm
62,112,14,30,37,2.2142857142857144,j60,j6024_9.sm
62,112,14,33,40,1.8571428571428572,j60,j6025_1.sm
62,112,16,34,44,2.25,j60,j6025_10.sm
62,112,14,31,42,2.0714285714285716,j60,j6025_2.sm
62,112,15,35,46,2.0,j60,j6025_3.sm
62,112,16,31,46,2.0,j60,j6025_4.sm
62,112,14,29,39,2.0,j60,j6025_5.sm
62,112,12,27,31,2.0,j60,j6025_6.sm
62,112,14,33,41,1.8571428571428572,j60,j6025_7.sm
62,112,13,29,35,1.9230769230769231,j60,j6025_8.sm
62,112,14,31,41,2.0,j60,j6025_9.sm
62,112,15,31,40,2.066666666666667,j60,j6026_1.sm
62,112,16,35,53,2.0,j60,j6026_10.sm
62,112,13,34,41,2.3076923076923075,j60,j6026_2.sm
62,112,13,29,35,2.0,j60,j6026_3.sm
62,112,15,32,43,2.1333333333333333,j60,j6026_4.sm
62,112,13,30,37,1.8461538461538463,j60,j6026_5.sm
62,112,13,29,36,2.076923076923077,j60,j6026_6.sm
62,112,13,28,36,1.9230769230769231,j60,j6026_7.sm
62,112,17,34,48,2.3529411764705883,j60,j6026_8.sm
62,112,15,34,46,1.9333333333333333,j60,j6026_9.sm
62,112,16,37,50,2.1875,j60,j6027_1.sm
62,112,12,28,31,2.0,j60,j6027_10.sm
62,112,17,38,52,2.0588235294117645,j60,j6027_2.sm
62,112,14,31,41,1.9285714285714286,j60,j6027_3.sm
62,112,12,30,31,2.3333333333333335,j60,j6027_4.sm
62,112,15,33,45,2.2666666666666666,j60,j6027_5.sm
62,112,12,28,30,2.0,j60,j6027_6.sm
62,112,14,32,38,1.9285714285714286,j60,j6027_7.sm
62,112,15,31,41,2.0,j60,j6027_8.sm
62,112,15,30,41,2.066666666666667,j60,j6027_9.sm
62,112,16,37,45,2.0625,j60,j6028_1.sm
62,112,13,28,36,2.1538461538461537,j60,j6028_10.sm
62,112,12,30,34,1.9166666666666667,j60,j6028_2.sm
62,112,17,36,51,2.1176470588235294,j60,j6028_3.sm
62,112,15,32,44,1.8666666666666667,j60,j6028_4.sm
62,112,13,26,32,2.0,j60,j6028_5.sm
62,112,16,33,44,1.9375,j60,j6028_6.sm
62,112,15,32,45,1.9333333333333333,j60,j6028_7.sm
62,112,13,30,37,1.8461538461538463,j60,j6028_8.sm
62,112,15,37,45,2.0,j60,j6028_9.sm
62,112,14,29,38,2.0714285714285716,j60,j6029_1.sm
62,112,12,33,32,1.9166666666666667,j60,j6029_10.sm
62,112,16,35,46,2.0625,j60,j6029_2.sm
62,112,15,32,44,1.8666666666666667,j60,j6029_3.sm
62,112,13,35,41,2.3076923076923075,j60,j6029_4.sm
62,112,14,27,37,2.142857142857143,j60,j6029_5.sm
62,112,13,29,35,2.230769230769231,j60,j6029_6.sm
62,112,15,34,42,2.1333333333333333,j60,j6029_7.sm
62,112,13,23,31,2.3076923076923075,j60,j6029_8.sm
62,112,13,31,35,2.0,j60,j6029_9.sm
62,93,12,22,27,1.8333333333333333,j60,j602_1.sm
62,93,11,21,23,2.1818181818181817,j60,j602_10.sm
62,93,15,29,38,2.2,j60,j602_2.sm
62,93,14,28,36,1.9285714285714286,j60,j602_3.sm
62,93,15,30,41,2.1333333333333333,j60,j602_4.sm
62,93,11,24,28,2.090909090909091,j60,j602_5.sm
62,93,12,23,29,2.0,j60,j602_6.sm
62,93,11,21,23,2.0,j60,j602_7.sm
62,93,12,21,26,2.0,j60,j602_8.sm
62,93,12,20,24,1.8333333333333333,j60,j602_9.sm
62,112,14,30,38,1.9285714285714286,j60,j6030_1.sm
62,112,13,31,37,2.0,j60,j6030_10.sm
62,112,14,35,42,2.142857142857143,j60,j6030_2.sm
62,112,14,36,41,1.8571428571428572,j60,j6030_3.sm
62,112,13,27,34,2.076923076923077,j60,j6030_4.sm
62,112,14,32,41,2.0,j60,j6030_5.sm
62,112,14,30,39,1.8571428571428572,j60,j6030_6.sm
62,112,13,30,34,2.3076923076923075,j60,j6030_7.sm
62,112,14,26,35,2.357142857142857,j60,j6030_8.sm
62,112,17,38,54,2.176470588235294,j60,j6030_9.sm
62,112,11,24,24,2.272727272727273,j60,j6031_1.sm
62,112,11,29,27,2.272727272727273,j60,j6031_10.sm
62,112,15,35,45,2.066666666666667,j60,j6031_2.sm
62,112,13,30,36,2.1538461538461537,j60,j6031_3.sm
62,112,14,33,42,2.0714285714285716,j60,j6031_4.sm
62,112,12,25,29,2.0833333333333335,j60,j6031_5.sm
62,112,12,30,32,2.1666666666666665,j60,j6031_6.sm
62,112,17,36,50,2.1176470588235294,j60,j6031_7.sm
62,112,16,35,48,2.1875,j60,j6031_8.sm
62,112,14,30,41,1.9285714285714286,j60,j6031_9.sm
62,112,13,30,36,1.8461538461538463,j60,j6032_1.sm
62,112,14,28,36,2.2142857142857144,j60,j6032_10.sm
62,112,16,36,44,2.0,j60,j6032_2.sm
62,112,14,32,40,2.2142857142857144,j60,j6032_3.sm
62,112,14,33,43,1.7857142857142858,j60,j6032_4.sm
62,112,16,36,45,2.0625,j60,j6032_5.sm
62,112,18,37,54,2.0555555555555554,j60,j6032_6.sm
62,112,15,33,40,2.2,j60,j6032_7.sm
62,112,14,25,36,1.8571428571428572,j60,j6032_8.sm
62,112,14,32,39,1.9285714285714286,j60,j6032_9.sm
62,131,14,36,43,2.0,j60,j6033_1.sm
62,131,15,41,50,2.066666666666667,j60,j6033_10.sm
62,131,16,35,51,2.0,j60,j6033_2.sm
62,131,15,40,48,1.9333333333333333,j60,j6033_3.sm
62,131,14,31,39,1.7857142857142858,j60,j6033_4.sm
62,131,16,40,49,2.3125,j60,j6033_5.sm
62,131,14,38,42,2.2142857142857144,j60,j6033_6.sm
62,131,13,29,38,1.8461538461538463,j60,j6033_7.sm
62,131,15,35,43,1.9333333333333333,j60,j6033_8.sm
62,131,15,33,48,1.8666666666666667,j60,j6033_9.sm
62,131,14,34,41,2.0714285714285716,j60,j6034_1.sm
62,131,15,39,50,1.9333333333333333,j60,j6034_10.sm
62,131,14,34,40,1.9285714285714286,j60,j6034_2.sm
62,131,14,39,43,1.8571428571428572,j60,j6034_3.sm
62,131,15,40,51,1.9333333333333333,j60,j6034_4.sm
62,131,15,36,46,2.2666666666666666,j60,j6034_5.sm
62,131,14,38,46,2.357142857142857,j60,j6034_6.sm
62,131,15,39,43,2.1333333333333333,j60,j6034_7.sm
62,131,14,37,45,2.0,j60,j6034_8.sm
62,131,15,35,43,1.9333333333333333,j60,j6034_9.sm
62,131,14,34,45,1.7857142857142858,j60,j6035_1.sm
62,131,16,41,56,2.25,j60,j6035_10.sm
62,131,16,35,46,2.125,j60,j6035_2.sm
62,131,16,40,51,2.0,j60,j6035_3.sm
62,131,16,35,47,1.9375,j60,j6035_4.sm
62,131,15,40,46,2.2,j60,j6035_5.sm
62,131,14,32,39,2.142857142857143,j60,j6035_6.sm
62,131,16,42,49,2.125,j60,j6035_7.sm
62,131,14,34,44,2.142857142857143,j60,j6035_8.sm
62,131,14,32,38,2.2857142857142856,j60,j6035_9.sm
62,131,13,30,35,2.1538461538461537,j60,j6036_1.sm
62,131,13,32,39,1.9230769230769231,j60,j6036_10.sm
62,131,14,39,45,2.0714285714285716,j60,j6036_2.sm
62,131,16,42,54,2.0625,j60,j6036_3.sm
62,131,16,34,44,2.375,j60,j6036_4.sm
62,131,14,35,42,1.9285714285714286,j60,j6036_5.sm
62,131,15,33,46,2.0,j60,j6036_6.sm
62,131,13,41,40,2.1538461538461537,j60,j6036_7.sm
62,131,14,35,43,2.0714285714285716,j60,j6036_8.sm
62,131,15,42,45,2.1333333333333333,j60,j6036_9.sm
62,131,13,27,36,1.9230769230769231,j60,j6037_1.sm
62,131,14,32,39,1.8571428571428572,j60,j6037_10.sm
62,131,15,39,44,2.066666666666667,j60,j6037_2.sm
62,131,14,35,40,2.0,j60,j6037_3.sm
62,131,15,41,48,1.9333333333333333,j60,j6037_4.sm
62,131,14,33,44,2.2142857142857144,j60,j6037_5.sm
62,131,12,28,31,2.25,j60,j6037_6.sm
62,131,14,37,44,2.2142857142857144,j60,j6037_7.sm
62,131,15,36,45,1.9333333333333333,j60,j6037_8.sm
62,131,16,39,53,1.9375,j60,j6037_9.sm
62,131,16,39,49,2.1875,j60,j6038_1.sm
62,131,15,40,52,2.1333333333333333,j60,j6038_10.sm
62,131,13,32,35,2.0,j60,j6038_2.sm
62,131,13,34,36,2.0,j60,j6038_3.sm
62,131,13,28,36,1.8461538461538463,j60,j6038_4.sm
62,131,18,45,65,2.111111111111111,j60,j6038_5.sm
62,131,14,39,46,1.8571428571428572,j60,j6038_6.sm
62,131,15,37,46,1.9333333333333333,j60,j6038_7.sm
62,131,12,33,31,2.3333333333333335,j60,j6038_8.sm
62,131,15,34,42,2.1333333333333333,j60,j6038_9.sm
62,131,16,43,55,1.9375,j60,j6039_1.sm
62,131,13,38,40,2.1538461538461537,j60,j6039_10.sm
62,131,13,38,40,2.0,j60,j6039_2.sm
62,131,14,33,45,2.142857142857143,j60,j6039_3.sm
62,131,16,40,54,1.9375,j60,j6039_4.sm
62,131,14,42,44,2.2142857142857144,j60,j6039_5.sm
62,131,16,42,53,2.5,j60,j6039_6.sm
62,131,14,35,45,1.9285714285714286,j60,j6039_7.sm
62,131,14,36,41,1.8571428571428572,j60,j6039_8.sm
62,131,14,34,39,1.9285714285714286,j60,j6039_9.sm
62,93,14,22,33,2.0,j60,j603_1.sm
62,93,13,22,31,1.8461538461538463,j60,j603_10.sm
62,93,13,24,31,1.8461538461538463,j60,j603_2.sm
62,93,16,27,34,2.3125,j60,j603_3.sm
62,93,15,26,35,2.3333333333333335,j60,j603_4.sm
62,93,15,27,35,2.0,j60,j603_5.sm
62,93,12,25,29,2.0,j60,j603_6.sm
62,93,12,19,26,1.8333333333333333,j60,j603_7.sm
62,93,11,23,25,1.8181818181818181,j60,j603_8.sm
62,93,12,21,25,2.1666666666666665,j60,j603_9.sm
62,131,14,32,41,2.0714285714285716,j60,j6040_1.sm
62,131,15,38,48,2.0,j60,j6040_10.sm
62,131,15,33,47,2.3333333333333335,j60,j6040_2.sm
62,131,14,34,40,2.2142857142857144,j60,j6040_3.sm
62,131,16,45,58,2.3125,j60,j6040_4.sm
62,131,15,39,47,1.9333333333333333,j60,j6040_5.sm
62,131,14,30,42,2.0714285714285716,j60,j6040_6.sm
62,131,15,38,49,2.0,j60,j6040_7.sm
62,131,15,39,47,2.0,j60,j6040_8.sm
62,131,16,41,52,2.5,j60,j6040_9.sm
62,131,15,38,51,1.9333333333333333,j60,j6041_1.sm
62,131,14,38,45,1.9285714285714286,j60,j6041_10.sm
62,131,16,36,46,2.3125,j60,j6041_2.sm
62,131,14,35,40,1.9285714285714286,j60,j6041_3.sm
62,131,16,40,50,2.375,j60,j6041_4.sm
62,131,13,34,38,1.9230769230769231,j60,j6041_5.sm
62,131,16,38,46,2.25,j60,j6041_6.sm
62,131,16,40,53,2.25,j60,j6041_7.sm
62,131,15,41,51,2.066666666666667,j60,j6041_8.sm
62,131,14,31,43,2.0714285714285716,j60,j6041_9.sm
62,131,15,38,45,2.066666666666667,j60,j6042_1.sm
62,131,14,34,40,1.8571428571428572,j60,j6042_10.sm
62,131,13,33,37,1.9230769230769231,j60,j6042_2.sm
62,131,13,33,35,2.4615384615384617,j60,j6042_3.sm
62,131,15,40,50,2.2,j60,j6042_4.sm
62,131,15,37,48,2.3333333333333335,j60,j6042_5.sm
62,131,16,43,57,2.125,j60,j6042_6.sm
62,131,13,30,37,2.076923076923077,j60,j6042_7.sm
62,131,15,39,46,1.8666666666666667,j60,j6042_8.sm
62,131,14,38,44,2.0,j60,j6042_9.sm
62,131,18,36,51,2.111111111111111,j60,j6043_1.sm
62,131,17,42,57,2.0,j60,j6043_10.sm
62,131,13,35,39,2.0,j60,j6043_2.sm
62,131,14,36,45,2.0714285714285716,j60,j6043_3.sm
62,131,13,30,36,1.9230769230769231,j60,j6043_4.sm
62,131,13,33,38,2.5384615384615383,j60,j6043_5.sm
62,131,14,39,44,2.0714285714285716,j60,j6043_6.sm
62,131,18,46,61,2.2222222222222223,j60,j6043_7.sm
62,131,14,28,40,1.9285714285714286,j60,j6043_8.sm
62,131,13,35,36,2.1538461538461537,j60,j6043_9.sm
62,131,16,41,54,1.9375,j60,j6044_1.sm
62,131,13,34,37,2.6923076923076925,j60,j6044_10.sm
62,131,13,31,36,2.3076923076923075,j60,j6044_2.sm
62,131,14,33,41,2.0714285714285716,j60,j6044_3.sm
62,131,14,37,43,2.0714285714285716,j60,j6044_4.sm
62,131,15,39,46,2.1333333333333333,j60,j6044_5.sm
62,131,15,37,47,1.9333333333333333,j60,j6044_6.sm
62,131,14,33,40,2.0714285714285716,j60,j6044_7.sm
62,131,15,36,48,1.9333333333333333,j60,j6044_8.sm
62,131,13,29,34,2.0,j60,j6044_9.sm
62,131,14,35,43,1.9285714285714286,j60,j6045_1.sm
62,131,13,35,37,2.0,j60,j6045_10.sm
62,131,14,42,42,2.4285714285714284,j60,j6045_2.sm
62,131,15,30,41,2.1333333333333333,j60,j6045_3.sm
62,131,13,34,37,2.1538461538461537,j60,j6045_4.sm
62,131,14,36,42,1.9285714285714286,j60,j6045_5.sm
62,131,13,35,41,2.0,j60,j6045_6.sm
62,131,15,41,50,2.2,j60,j6045_7.sm
62,131,15,35,44,2.1333333333333333,j60,j6045_8.sm
62,131,13,32,36,2.1538461538461537,j60,j6045_9.sm
62,131,15,39,50,2.2,j60,j6046_1.sm
62,131,17,42,58,2.0,j60,j6046_10.sm
62,131,14,41,46,2.0714285714285716,j60,j6046_2.sm
62,131,13,33,38,2.076923076923077,j60,j6046_3.sm
62,131,16,38,48,2.125,j60,j6046_4.sm
62,131,16,36,50,2.1875,j60,j6046_5.sm
62,131,17,40,53,2.3529411764705883,j60,j6046_6.sm
62,131,14,37,47,2.2857142857142856,j60,j6046_7.sm
62,131,15,32,45,2.0,j60,j6046_8.sm
62,131,13,31,38,2.076923076923077,j60,j6046_9.sm
62,131,14,33,42,2.0714285714285716,j60,j6047_1.sm
62,131,14,33,42,1.9285714285714286,j60,j6047_10.sm
62,131,15,37,45,2.2666666666666666,j60,j6047_2.sm
62,131,15,39,50,2.2666666666666666,j60,j6047_3.sm
62,131,17,39,54,2.0,j60,j6047_4.sm
62,131,15,40,47,2.1333333333333333,j60,j6047_5.sm
62,131,15,39,50,2.1333333333333333,j60,j6047_6.sm
62,131,13,33,35,2.1538461538461537,j60,j6047_7.sm
62,131,15,43,51,2.2,j60,j6047_8.sm
62,131,13,37,39,2.1538461538461537,j60,j6047_9.sm
62,131,13,30,35,1.8461538461538463,j60,j6048_1.sm
62,131,14,40,46,1.7857142857142858,j60,j6048_10.sm
62,131,16,41,53,2.25,j60,j6048_2.sm
62,131,14,29,39,2.0714285714285716,j60,j6048_3.sm
62,131,13,33,40,2.3076923076923075,j60,j6048_4.sm
62,131,16,39,50,2.0625,j60,j6048_5.sm
62,131,13,32,38,1.9230769230769231,j60,j6048_6.sm
62,131,14,35,38,2.2857142857142856,j60,j6048_7.sm
62,131,15,44,56,1.9333333333333333,j60,j6048_8.sm
62,131,16,37,54,1.9375,j60,j6048_9.sm
62,93,13,23,31,2.3076923076923075,j60,j604_1.sm
62,93,13,26,31,1.9230769230769231,j60,j604_10.sm
62,93,15,29,36,2.066666666666667,j60,j604_2.sm
62,93,11,21,27,1.8181818181818181,j60,j604_3.sm
62,93,14,25,33,2.2142857142857144,j60,j604_4.sm
62,93,13,28,32,2.0,j60,j604_5.sm
62,93,13,21,29,2.076923076923077,j60,j604_6.sm
62,93,12,26,30,2.0833333333333335,j60,j604_7.sm
62,93,14,24,31,2.0714285714285716,j60,j604_8.sm
62,93,13,24,31,2.1538461538461537,j60,j604_9.sm
62,93,12,23,27,1.9166666666666667,j60,j605_1.sm
62,93,13,26,33,1.8461538461538463,j60,j605_10.sm
62,93,16,28,39,2.125,j60,j605_2.sm
62,93,12,25,30,1.8333333333333333,j60,j605_3.sm
62,93,13,24,31,1.8461538461538463,j60,j605_4.sm
62,93,14,32,35,2.357142857142857,j60,j605_5.sm
62,93,12,22,28,1.8333333333333333,j60,j605_6.sm
62,93,13,29,33,2.076923076923077,j60,j605_7.sm
62,93,13,23,30,1.9230769230769231,j60,j605_8.sm
62,93,15,26,37,2.2,j60,j605_9.sm
62,93,11,22,24,2.0,j60,j606_1.sm
62,93,13,26,31,2.230769230769231,j60,j606_10.sm
62,93,13,28,34,1.8461538461538463,j60,j606_2.sm
62,93,14,26,34,2.0714285714285716,j60,j606_3.sm
62,93,13,22,31,1.7692307692307692,j60,j606_4.sm
62,93,14,28,33,2.2142857142857144,j60,j606_5.sm
62,93,13,24,32,2.3076923076923075,j60,j606_6.sm
62,93,12,22,28,1.6666666666666667,j60,j606_7.sm
62,93,12,21,27,1.9166666666666667,j60,j606_8.sm
62,93,13,26,31,2.0,j60,j606_9.sm
62,93,16,25,37,2.0625,j60,j607_1.sm
62,93,14,26,34,2.142857142857143,j60,j607_10.sm
62,93,15,28,38,2.1333333333333333,j60,j607_2.sm
62,93,13,23,33,1.9230769230769231,j60,j607_3.sm
62,93,13,24,31,2.1538461538461537,j60,j607_4.sm
62,93,16,32,40,2.1875,j60,j607_5.sm
62,93,15,25,36,1.9333333333333333,j60,j607_6.sm
62,93,15,23,34,2.2666666666666666,j60,j607_7.sm
62,93,14,30,36,1.8571428571428572,j60,j607_8.sm
62,93,13,26,32,2.076923076923077,j60,j607_9.sm
62,93,14,26,35,1.8571428571428572,j60,j608_1.sm
62,93,16,33,42,2.0,j60,j608_10.sm
62,93,12,21,26,1.8333333333333333,j60,j608_2.sm
62,93,14,25,33,2.0714285714285716,j60,j608_3.sm
62,93,14,27,37,2.0714285714285716,j60,j608_4.sm
62,93,16,28,38,1.9375,j60,j608_5.sm
62,93,13,26,34,1.9230769230769231,j60,j608_6.sm
62,93,12,26,30,1.8333333333333333,j60,j608_7.sm
62,93,13,22,30,1.9230769230769231,j60,j608_8.sm
62,93,13,22,31,1.7692307692307692,j60,j608_9.sm
62,93,10,19,20,2.4,j60,j609_1.sm
62,93,13,28,35,1.9230769230769231,j60,j609_10.sm
62,93,16,28,38,2.1875,j60,j609_2.sm
62,93,14,27,34,1.8571428571428572,j60,j609_3.sm
62,93,13,29,35,1.9230769230769231,j60,j609_4.sm
62,93,14,25,36,1.8571428571428572,j60,j609_5.sm
62,93,14,27,37,1.9285714285714286,j60,j609_6.sm
62,93,13,24,31,1.9230769230769231,j60,j609_7.sm
62,93,13,27,34,2.076923076923077,j60,j609_8.sm
62,93,15,24,35,2.066666666666667,j60,j609_9.sm
92,138,14,25,32,2.2857142857142856,j90,j9010_1.sm
92,138,16,32,39,2.25,j90,j9010_10.sm
92,138,18,41,50,2.2222222222222223,j90,j9010_2.sm
92,138,17,31,42,2.0588235294117645,j90,j9010_3.sm
92,138,16,31,42,2.375,j90,j9010_4.sm
92,138,17,31,41,2.411764705882353,j90,j9010_5.sm
92,138,19,35,52,2.4210526315789473,j90,j9010_6.sm
92,138,14,26,34,2.0,j90,j9010_7.sm
